return_id,order_id,return_date,return_reason,refund_amount
302403,9042825,2024-04-17,Late Delivery,2569.79
302404,9042835,2025-05-05,Wrong Item,195.28
302405,9042844,2025-03-24,Wrong Item,68082.2
302406,9042854,2024-11-27,Damaged,51492.62
302407,9042867,2024-11-04,Late Delivery,1350.2
302408,9042892,2025-06-07,Late Delivery,928.39
302409,9042900,2024-09-29,Damaged,9607.93
302410,9042923,2025-03-17,Quality Issue,17292.77
302411,9042929,2024-05-09,Damaged,1123.4
302412,9042930,2024-02-11,Quality Issue,1841.15
302413,9042939,2024-03-01,Changed Mind,18023.87
302414,9042964,2024-10-02,Quality Issue,14698.85
302415,9042979,2025-02-07,Damaged,1628.01
302416,9042982,2025-07-21,Late Delivery,1909.24
302417,9043016,2025-03-08,Late Delivery,11001.22
302418,9043037,2024-02-08,Late Delivery,7256.43
302419,9043051,2024-12-17,Wrong Item,406.3
302420,9043053,2024-05-10,Changed Mind,132.7
302421,9043130,2025-10-15,Quality Issue,5740.56
302422,9043166,2025-01-16,Wrong Item,8744.31
302423,9043183,2025-11-17,Changed Mind,4255.92
302424,9043184,2025-09-21,Late Delivery,542.69
302425,9043190,2025-03-19,Damaged,1930.7
302426,9043196,2024-06-20,Late Delivery,4963.77
302427,9043197,2024-09-16,Damaged,4269.58
302428,9043241,2025-06-26,Wrong Item,777.81
302429,9043289,2024-12-29,Late Delivery,16156.18
302430,9043331,2025-04-09,Changed Mind,1665.76
302431,9043334,2025-06-04,Damaged,7648.22
302432,9043357,2024-02-17,Late Delivery,2866.15
302433,9043365,2024-08-16,Late Delivery,3968.04
302434,9043436,2025-11-15,Changed Mind,2567.15
302435,9043497,2024-01-30,Damaged,895.1
302436,9043531,2025-02-19,Wrong Item,7648.22
302437,9043563,2024-06-18,Late Delivery,8999.22
302438,9043574,2025-05-17,Changed Mind,8525.87
302439,9043586,2024-09-06,Changed Mind,605.76
302440,9043622,2025-04-11,Quality Issue,480.6
302441,9043626,2024-09-27,Wrong Item,666.92
302442,9043659,2024-04-25,Late Delivery,40406.96
302443,9043687,2025-07-08,Damaged,10182.91
302444,9043691,2024-04-12,Changed Mind,3185.04
302445,9043696,2024-07-22,Damaged,3792.05
302446,9043705,2026-01-09,Damaged,4458.78
302447,9043717,2024-07-15,Late Delivery,7953.81
302448,9043733,2024-10-18,Quality Issue,2354.4
302449,9043748,2024-12-04,Changed Mind,37587.99
302450,9043796,2024-08-18,Changed Mind,14095.25
302451,9043797,2024-02-07,Quality Issue,44934.1
302452,9043802,2024-03-01,Wrong Item,19224.94
302453,9043834,2024-12-21,Damaged,1623.84
302454,9043845,2024-08-27,Quality Issue,20575.14
302455,9043881,2024-02-01,Changed Mind,641.02
302456,9043882,2024-01-15,Late Delivery,8737.96
302457,9043895,2024-05-23,Damaged,573.6
302458,9043908,2025-01-05,Wrong Item,408.24
302459,9043909,2024-03-23,Changed Mind,1159.47
302460,9043916,2024-06-30,Wrong Item,10463.46
302461,9043941,2024-07-06,Quality Issue,1710.28
302462,9043947,2024-03-14,Late Delivery,1061.38
302463,9043990,2024-08-22,Changed Mind,1226.86
302464,9044010,2024-06-23,Damaged,605.32
302465,9044064,2024-05-30,Quality Issue,772.88
302466,9044105,2024-04-18,Late Delivery,1394.26
302467,9044140,2024-05-16,Quality Issue,2396.19
302468,9044147,2024-10-18,Quality Issue,3089.62
302469,9044151,2025-12-18,Wrong Item,1010.97
302470,9044182,2025-03-16,Wrong Item,46710.94
302471,9044200,2024-07-11,Changed Mind,811.34
302472,9044249,2024-06-11,Damaged,1667.82
302473,9044305,2024-07-17,Damaged,5571.0
302474,9044320,2024-11-27,Damaged,1119.63
302475,9044325,2024-08-11,Damaged,582.39
302476,9044334,2024-10-21,Damaged,449.71
302477,9044418,2025-05-15,Quality Issue,1339.23
302478,9044419,2025-05-04,Wrong Item,2586.99
302479,9044440,2024-05-31,Changed Mind,4589.33
302480,9044449,2024-04-29,Damaged,761.28
302481,9044481,2024-05-29,Changed Mind,485.86
302482,9044490,2025-09-10,Late Delivery,377.38
302483,9044503,2025-07-19,Damaged,598.48
302484,9044537,2024-12-05,Quality Issue,1250.64
302485,9044539,2025-02-08,Quality Issue,1297.02
302486,9044550,2025-08-12,Late Delivery,1839.89
302487,9044556,2024-10-28,Quality Issue,8298.43
302488,9044566,2024-02-29,Late Delivery,6326.46
302489,9044609,2025-07-29,Wrong Item,2032.92
302490,9044612,2025-09-30,Damaged,2096.16
302491,9044714,2024-03-25,Quality Issue,1472.75
302492,9044721,2025-10-05,Late Delivery,1760.76
302493,9044750,2024-04-08,Late Delivery,678.02
302494,9044777,2024-03-29,Damaged,1441.89
302495,9044789,2025-06-20,Damaged,230.21
302496,9044800,2024-05-17,Wrong Item,325.24
302497,9044829,2024-12-02,Wrong Item,1813.44
302498,9044849,2024-09-04,Wrong Item,5479.64
302499,9044852,2025-12-03,Wrong Item,57116.78
302500,9044853,2024-06-14,Damaged,1041.89
302501,9044889,2024-02-28,Changed Mind,263.55
302502,9044896,2024-07-27,Changed Mind,23805.73
302503,9044902,2024-10-21,Damaged,2368.53
302504,9044934,2025-08-11,Wrong Item,18935.09
302505,9044951,2025-10-30,Late Delivery,1081.42
302506,9044968,2025-05-28,Damaged,7316.89
302507,9044971,2024-04-16,Wrong Item,3893.65
302508,9044982,2025-12-20,Changed Mind,1051.58
302509,9045047,2024-05-31,Changed Mind,2026.29
302510,9045053,2024-12-03,Damaged,10145.63
302511,9045075,2024-03-29,Quality Issue,2328.29
302512,9045088,2025-11-08,Changed Mind,493.31
302513,9045095,2025-03-24,Wrong Item,251.67
302514,9045127,2025-07-24,Late Delivery,6110.86
302515,9045138,2025-06-19,Wrong Item,576.95
302516,9045182,2024-11-21,Late Delivery,4961.36
302517,9045183,2025-05-19,Late Delivery,788.71
302518,9045227,2025-07-28,Damaged,8454.69
302519,9045230,2025-07-05,Damaged,4888.27
302520,9045238,2024-02-21,Late Delivery,524.73
302521,9045239,2025-10-12,Changed Mind,1753.74
302522,9045260,2025-10-28,Late Delivery,631.3
302523,9045268,2025-06-04,Late Delivery,802.74
302524,9045302,2025-07-11,Damaged,3539.76
302525,9045331,2024-12-25,Changed Mind,3880.96
302526,9045350,2025-10-18,Wrong Item,1403.86
302527,9045355,2024-01-10,Quality Issue,1043.38
302528,9045358,2024-02-18,Damaged,1121.71
302529,9045366,2025-08-04,Wrong Item,447.67
302530,9045422,2025-08-23,Wrong Item,4351.99
302531,9045428,2024-09-15,Late Delivery,1053.79
302532,9045431,2024-07-28,Damaged,1214.13
302533,9045450,2024-02-02,Wrong Item,5488.01
302534,9045465,2025-02-02,Late Delivery,4563.42
302535,9045466,2025-10-22,Wrong Item,1073.4
302536,9045470,2024-06-27,Wrong Item,1532.4
302537,9045489,2024-12-23,Damaged,9223.04
302538,9045510,2024-05-31,Wrong Item,1018.86
302539,9045515,2025-11-06,Damaged,3064.59
302540,9045535,2024-02-01,Late Delivery,1853.82
302541,9045568,2024-05-22,Wrong Item,2950.44
302542,9045579,2025-03-01,Quality Issue,438.82
302543,9045623,2025-04-04,Changed Mind,19227.12
302544,9045625,2025-07-14,Late Delivery,742.46
302545,9045629,2025-01-22,Wrong Item,3621.25
302546,9045631,2025-08-20,Quality Issue,1324.98
302547,9045635,2024-05-13,Changed Mind,2826.3
302548,9045679,2024-11-26,Late Delivery,8190.8
302549,9045705,2024-11-30,Damaged,1684.15
302550,9045714,2025-11-29,Wrong Item,648.1
302551,9045739,2024-12-31,Damaged,3157.32
302552,9045744,2024-07-08,Quality Issue,6179.24
302553,9045807,2024-10-04,Late Delivery,1052.4
302554,9045848,2024-12-25,Quality Issue,7811.28
302555,9045871,2024-03-11,Quality Issue,3059.18
302556,9045875,2025-10-25,Changed Mind,5604.64
302557,9045877,2025-12-04,Damaged,3916.79
302558,9045882,2025-11-07,Changed Mind,1624.34
302559,9045894,2025-12-02,Damaged,3695.88
302560,9045899,2025-11-09,Late Delivery,644.85
302561,9045904,2024-04-29,Changed Mind,46191.68
302562,9045919,2024-10-02,Late Delivery,2409.29
302563,9045931,2025-07-11,Quality Issue,17053.74
302564,9045945,2025-08-10,Late Delivery,5703.87
302565,9045948,2024-11-28,Changed Mind,3325.78
302566,9045955,2024-05-20,Changed Mind,1359.34
302567,9045963,2025-01-04,Late Delivery,223.75
302568,9045971,2024-06-20,Damaged,1442.2
302569,9046002,2024-06-23,Quality Issue,3150.41
302570,9046008,2025-01-09,Wrong Item,15656.42
302571,9046032,2025-05-24,Changed Mind,31330.07
302572,9046049,2025-10-19,Late Delivery,1000.38
302573,9046068,2025-06-02,Wrong Item,546.53
302574,9046084,2024-09-01,Wrong Item,1855.8
302575,9046089,2025-05-27,Changed Mind,2720.7
302576,9046115,2024-08-19,Wrong Item,12000.21
302577,9046137,2024-08-20,Quality Issue,866.07
302578,9046141,2025-01-09,Late Delivery,22552.79
302579,9046197,2024-02-16,Late Delivery,34697.49
302580,9046201,2024-12-30,Wrong Item,20809.53
302581,9046253,2024-02-17,Wrong Item,13221.01
302582,9046260,2024-12-26,Late Delivery,77596.42
302583,9046285,2024-04-29,Wrong Item,499.01
302584,9046297,2024-05-28,Changed Mind,646.35
302585,9046298,2024-07-30,Wrong Item,1886.84
302586,9046304,2025-08-03,Late Delivery,980.82
302587,9046346,2025-03-25,Quality Issue,92979.05
302588,9046348,2025-10-18,Damaged,2651.27
302589,9046375,2024-01-26,Late Delivery,5004.14
302590,9046394,2024-03-11,Wrong Item,200.2
302591,9046406,2025-07-17,Quality Issue,471.06
302592,9046417,2025-05-20,Damaged,2499.45
302593,9046430,2025-07-24,Wrong Item,36003.82
302594,9046444,2024-10-07,Changed Mind,534.54
302595,9046466,2024-02-18,Damaged,860.88
302596,9046467,2025-01-27,Damaged,4061.92
302597,9046522,2024-03-06,Wrong Item,6388.02
302598,9046554,2025-01-09,Wrong Item,595.86
302599,9046561,2025-12-05,Late Delivery,1517.78
302600,9046590,2025-07-04,Wrong Item,1001.1
302601,9046609,2025-05-11,Changed Mind,1017.6
302602,9046645,2025-03-24,Quality Issue,1556.71
302603,9046669,2024-02-05,Quality Issue,3358.15
302604,9046673,2024-11-17,Wrong Item,578.66
302605,9046695,2025-02-19,Late Delivery,17013.46
302606,9046696,2025-07-24,Changed Mind,1363.99
302607,9046725,2024-12-30,Wrong Item,3663.76
302608,9046752,2024-12-08,Changed Mind,368.05
302609,9046775,2025-09-23,Quality Issue,4396.52
302610,9046780,2025-07-07,Changed Mind,860.88
302611,9046787,2025-03-13,Late Delivery,3445.03
302612,9046852,2025-04-22,Changed Mind,2912.65
302613,9046858,2025-05-14,Damaged,11754.26
302614,9046881,2024-12-26,Wrong Item,811.89
302615,9046885,2024-12-28,Wrong Item,499.89
302616,9046893,2025-06-11,Quality Issue,3682.25
302617,9046898,2025-01-16,Damaged,6118.28
302618,9046903,2024-10-15,Quality Issue,1021.16
302619,9046926,2024-12-31,Wrong Item,2306.18
302620,9046927,2024-10-12,Damaged,3670.97
302621,9046953,2025-04-04,Changed Mind,3098.93
302622,9046954,2025-01-05,Wrong Item,481.53
302623,9046986,2026-01-02,Damaged,34918.3
302624,9047005,2025-06-22,Quality Issue,2553.74
302625,9047017,2024-01-26,Damaged,770.17
302626,9047038,2024-11-15,Damaged,1397.22
302627,9047046,2025-10-01,Late Delivery,37457.15
302628,9047047,2024-12-20,Damaged,1060.77
302629,9047061,2024-12-03,Late Delivery,1345.12
302630,9047064,2024-09-28,Damaged,2880.26
302631,9047098,2024-04-05,Changed Mind,336.71
302632,9047108,2025-03-08,Changed Mind,1028.46
302633,9047147,2024-08-02,Damaged,21339.21
302634,9047171,2024-02-06,Changed Mind,2108.82
302635,9047206,2025-05-25,Quality Issue,823.84
302636,9047231,2024-03-20,Late Delivery,382.42
302637,9047254,2026-01-18,Changed Mind,3286.99
302638,9047284,2024-09-12,Wrong Item,1866.64
302639,9047296,2024-02-16,Changed Mind,760.85
302640,9047299,2024-08-08,Late Delivery,491.86
302641,9047305,2024-06-28,Damaged,537.98
302642,9047324,2025-10-23,Damaged,591.61
302643,9047326,2024-09-30,Changed Mind,37304.36
302644,9047351,2024-11-05,Changed Mind,457.09
302645,9047367,2025-10-21,Changed Mind,42599.72
302646,9047377,2025-02-15,Quality Issue,235.44
302647,9047379,2024-12-08,Changed Mind,682.08
302648,9047392,2025-11-10,Late Delivery,933.78
302649,9047394,2025-07-07,Changed Mind,792.02
302650,9047417,2025-07-09,Changed Mind,1682.54
302651,9047441,2025-04-20,Damaged,822.54
302652,9047451,2026-01-05,Damaged,1875.42
302653,9047476,2025-03-19,Wrong Item,8655.21
302654,9047478,2025-04-29,Late Delivery,353.3
302655,9047489,2024-08-25,Late Delivery,2067.46
302656,9047501,2025-11-17,Wrong Item,729.78
302657,9047536,2024-10-26,Wrong Item,1352.71
302658,9047559,2024-07-13,Wrong Item,9323.4
302659,9047623,2024-08-25,Changed Mind,3959.53
302660,9047631,2025-08-19,Wrong Item,3483.21
302661,9047641,2025-07-26,Damaged,663.92
302662,9047660,2024-04-07,Late Delivery,5036.63
302663,9047696,2025-09-07,Wrong Item,2568.58
302664,9047701,2024-05-03,Quality Issue,10705.09
302665,9047704,2025-12-09,Wrong Item,2489.32
302666,9047705,2025-09-16,Wrong Item,31100.14
302667,9047712,2024-11-26,Damaged,1123.17
302668,9047783,2024-08-05,Quality Issue,2110.23
302669,9047816,2024-04-02,Wrong Item,1343.32
302670,9047823,2024-02-15,Quality Issue,7651.15
302671,9047832,2024-11-07,Late Delivery,638.27
302672,9047836,2025-04-15,Late Delivery,2969.08
302673,9047853,2024-03-09,Wrong Item,603.4
302674,9047860,2024-03-01,Changed Mind,1886.84
302675,9047871,2025-12-09,Late Delivery,8566.34
302676,9047899,2025-02-01,Late Delivery,1850.58
302677,9048013,2024-09-04,Wrong Item,1255.62
302678,9048039,2025-01-18,Damaged,653.36
302679,9048070,2024-06-01,Late Delivery,1737.08
302680,9048076,2024-11-13,Quality Issue,938.53
302681,9048086,2025-07-03,Damaged,1653.76
302682,9048100,2024-04-03,Changed Mind,2296.07
302683,9048104,2024-09-24,Damaged,4873.02
302684,9048107,2024-09-06,Quality Issue,9376.04
302685,9048123,2025-02-20,Damaged,3191.2
302686,9048153,2024-08-25,Quality Issue,2512.43
302687,9048184,2024-11-07,Damaged,5400.3
302688,9048214,2024-01-09,Wrong Item,2973.64
302689,9048225,2025-11-06,Damaged,992.43
302690,9048230,2024-10-23,Late Delivery,817.88
302691,9048339,2024-07-24,Changed Mind,2907.13
302692,9048342,2025-12-02,Damaged,4359.86
302693,9048356,2024-02-27,Quality Issue,543.02
302694,9048406,2024-04-27,Changed Mind,3266.74
302695,9048407,2024-01-25,Changed Mind,2033.85
302696,9048423,2025-06-21,Quality Issue,3504.62
302697,9048434,2025-05-18,Damaged,585.04
302698,9048447,2025-10-16,Quality Issue,1155.34
302699,9048454,2024-04-23,Damaged,681.98
302700,9048458,2025-03-04,Damaged,1016.45
302701,9048462,2025-10-21,Changed Mind,506.44
302702,9048472,2024-08-21,Wrong Item,4770.86
302703,9048549,2024-01-12,Wrong Item,1004.8
302704,9048560,2024-10-29,Changed Mind,13532.96
302705,9048570,2025-08-31,Changed Mind,631.41
302706,9048573,2024-03-06,Late Delivery,2082.88
302707,9048595,2025-01-13,Quality Issue,1328.8
302708,9048605,2024-06-27,Damaged,2210.74
302709,9048624,2024-11-27,Wrong Item,1392.46
302710,9048638,2025-06-28,Changed Mind,6699.0
302711,9048645,2025-12-07,Quality Issue,2711.28
302712,9048656,2025-03-20,Late Delivery,503.32
302713,9048707,2024-12-21,Late Delivery,360.07
302714,9048718,2025-06-16,Changed Mind,206.26
302715,9048729,2025-04-03,Wrong Item,9528.92
302716,9048736,2025-05-28,Quality Issue,1141.83
302717,9048752,2025-04-04,Changed Mind,2909.13
302718,9048761,2025-02-17,Changed Mind,634.64
302719,9048763,2024-02-29,Damaged,1701.99
302720,9048772,2025-06-04,Late Delivery,1459.68
302721,9048815,2025-10-01,Quality Issue,4892.27
302722,9048850,2024-01-10,Wrong Item,4499.23
302723,9048897,2024-03-01,Quality Issue,3000.01
302724,9048906,2025-08-02,Changed Mind,1043.49
302725,9048932,2024-09-15,Quality Issue,16048.7
302726,9048940,2024-03-22,Quality Issue,1043.71
302727,9048953,2025-01-16,Wrong Item,863.06
302728,9048957,2025-09-19,Damaged,1323.7
302729,9049034,2025-09-11,Wrong Item,613.66
302730,9049051,2025-07-18,Damaged,3083.5
302731,9049074,2025-04-16,Changed Mind,1758.28
302732,9049090,2025-09-16,Damaged,12335.37
302733,9049097,2024-07-11,Changed Mind,7829.11
302734,9049098,2024-08-26,Wrong Item,342.55
302735,9049101,2024-12-17,Damaged,1632.89
302736,9049157,2024-10-12,Wrong Item,338.09
302737,9049164,2025-12-01,Quality Issue,1561.91
302738,9049171,2025-02-10,Late Delivery,564.09
302739,9049183,2024-08-07,Wrong Item,978.54
302740,9049186,2025-09-20,Late Delivery,591.97
302741,9049192,2024-12-17,Changed Mind,932.02
302742,9049204,2025-07-03,Quality Issue,2277.62
302743,9049206,2024-07-18,Quality Issue,1471.66
302744,9049231,2025-05-12,Late Delivery,453.07
302745,9049270,2025-12-28,Quality Issue,2498.38
302746,9049279,2025-09-23,Wrong Item,681.59
302747,9049293,2024-11-25,Wrong Item,1497.44
302748,9049295,2025-05-20,Damaged,550.3
302749,9049304,2024-10-11,Quality Issue,351.01
302750,9049312,2025-03-09,Damaged,918.96
302751,9049331,2024-07-19,Changed Mind,5240.68
302752,9049361,2025-05-29,Changed Mind,1783.8
302753,9049372,2024-11-16,Wrong Item,476.83
302754,9049374,2025-09-01,Late Delivery,18001.91
302755,9049375,2024-12-23,Quality Issue,2541.04
302756,9049411,2025-08-12,Wrong Item,8322.15
302757,9049432,2025-11-25,Damaged,2811.8
302758,9049446,2024-05-15,Quality Issue,881.19
302759,9049511,2024-11-29,Quality Issue,2057.3
302760,9049518,2024-09-29,Wrong Item,2442.04
302761,9049548,2024-08-10,Wrong Item,591.61
302762,9049570,2025-01-25,Late Delivery,2966.3
302763,9049571,2025-08-06,Damaged,622.75
302764,9049574,2025-10-24,Late Delivery,170.59
302765,9049576,2024-12-07,Changed Mind,1314.84
302766,9049581,2025-05-23,Late Delivery,12985.0
302767,9049594,2025-12-16,Late Delivery,459.41
302768,9049635,2025-01-10,Late Delivery,1235.85
302769,9049651,2026-01-11,Damaged,348.21
302770,9049653,2024-10-07,Quality Issue,1715.57
302771,9049668,2024-08-03,Wrong Item,5746.5
302772,9049686,2025-12-02,Changed Mind,6874.58
302773,9049726,2025-05-12,Quality Issue,928.02
302774,9049748,2025-05-30,Wrong Item,2213.94
302775,9049759,2024-07-08,Late Delivery,2320.38
302776,9049772,2025-02-13,Wrong Item,477.96
302777,9049778,2025-02-17,Damaged,4012.99
302778,9049782,2025-06-21,Wrong Item,216.3
302779,9049798,2024-07-18,Changed Mind,11186.96
302780,9049800,2025-12-27,Damaged,10385.16
302781,9049801,2025-04-27,Late Delivery,407.3
302782,9049834,2025-07-29,Damaged,12448.46
302783,9049844,2024-06-09,Late Delivery,8091.85
302784,9049862,2025-01-13,Quality Issue,520.23
302785,9049919,2024-06-13,Changed Mind,1894.43
302786,9049928,2024-07-03,Wrong Item,1564.4
302787,9049973,2024-03-31,Quality Issue,5262.2
302788,9049982,2025-09-11,Damaged,1852.41
302789,9049994,2024-03-20,Damaged,6972.38
302790,9049996,2024-09-16,Changed Mind,1176.04
302791,9050005,2025-08-26,Changed Mind,4090.93
302792,9050022,2025-06-29,Damaged,3882.28
302793,9050034,2025-02-27,Late Delivery,2147.2
302794,9050036,2024-06-08,Late Delivery,2954.57
302795,9050037,2024-09-25,Late Delivery,6613.68
302796,9050038,2025-05-20,Damaged,3996.58
302797,9050041,2024-03-15,Wrong Item,6953.4
302798,9050058,2024-12-19,Late Delivery,399.79
302799,9050071,2024-08-09,Quality Issue,15849.21
302800,9050108,2024-05-16,Wrong Item,2478.19
302801,9050122,2025-08-17,Wrong Item,1060.77
302802,9050129,2025-01-14,Damaged,1662.89
302803,9050160,2025-07-01,Quality Issue,4043.95
302804,9050179,2025-05-10,Damaged,266.98
302805,9050203,2024-11-13,Damaged,1212.03
302806,9050222,2024-06-14,Late Delivery,3936.79
302807,9050252,2024-02-13,Late Delivery,3992.55
302808,9050264,2025-09-06,Changed Mind,694.31
302809,9050272,2024-01-16,Quality Issue,1017.54
302810,9050289,2024-06-28,Changed Mind,34885.99
302811,9050297,2024-09-07,Damaged,629.98
302812,9050324,2024-09-05,Damaged,1910.59
302813,9050339,2025-07-24,Quality Issue,912.51
302814,9050371,2025-01-23,Late Delivery,2743.74
302815,9050384,2024-06-07,Changed Mind,2045.82
302816,9050387,2025-02-21,Changed Mind,2259.71
302817,9050404,2025-07-20,Changed Mind,1847.0
302818,9050408,2024-09-13,Changed Mind,8222.45
302819,9050421,2025-09-19,Wrong Item,1255.68
302820,9050423,2025-08-17,Late Delivery,2364.4
302821,9050439,2024-10-03,Damaged,1407.18
302822,9050515,2024-09-21,Late Delivery,2924.6
302823,9050581,2025-05-16,Late Delivery,13525.8
302824,9050585,2024-12-09,Late Delivery,1120.3
302825,9050592,2024-09-16,Changed Mind,1047.0
302826,9050629,2025-11-10,Quality Issue,406.3
302827,9050637,2024-08-10,Changed Mind,647.44
302828,9050654,2025-12-23,Wrong Item,845.6
302829,9050664,2024-08-11,Wrong Item,29285.82
302830,9050668,2026-01-02,Quality Issue,3605.4
302831,9050678,2024-02-03,Damaged,838.38
302832,9050723,2024-05-31,Wrong Item,1700.4
302833,9050735,2024-07-17,Changed Mind,765.46
302834,9050741,2024-03-07,Late Delivery,2137.85
302835,9050787,2025-02-11,Quality Issue,1181.11
302836,9050788,2024-02-02,Quality Issue,21238.56
302837,9050821,2025-05-22,Changed Mind,2637.5
302838,9050832,2024-12-20,Quality Issue,386.26
302839,9050834,2025-06-01,Damaged,1844.08
302840,9050838,2024-08-18,Damaged,6830.26
302841,9050854,2025-06-26,Damaged,5598.87
302842,9050856,2025-04-04,Quality Issue,413.24
302843,9050871,2025-05-27,Damaged,5935.64
302844,9050901,2024-12-03,Wrong Item,9627.44
302845,9050910,2024-06-05,Wrong Item,2439.92
302846,9050920,2024-11-17,Quality Issue,267.66
302847,9050930,2025-06-23,Wrong Item,2959.98
302848,9050969,2024-10-24,Wrong Item,4967.04
302849,9050985,2025-04-10,Quality Issue,2019.22
302850,9050989,2025-02-08,Wrong Item,5797.22
302851,9051021,2025-06-29,Damaged,804.98
302852,9051059,2025-08-05,Wrong Item,366.48
302853,9051072,2025-06-19,Late Delivery,2818.78
302854,9051099,2024-01-15,Damaged,2975.7
302855,9051114,2024-05-09,Changed Mind,2569.79
302856,9051116,2024-03-03,Damaged,642.91
302857,9051122,2025-09-29,Quality Issue,5429.82
302858,9051123,2024-04-13,Changed Mind,927.89
302859,9051144,2025-09-18,Quality Issue,454.49
302860,9051153,2024-03-24,Changed Mind,588.77
302861,9051157,2024-11-02,Damaged,6804.54
302862,9051201,2024-08-04,Changed Mind,963.39
302863,9051212,2025-02-20,Late Delivery,790.3
302864,9051214,2025-10-21,Late Delivery,6189.4
302865,9051225,2024-08-14,Damaged,94.05
302866,9051243,2024-12-02,Quality Issue,3334.58
302867,9051272,2024-10-11,Damaged,3563.49
302868,9051274,2024-06-12,Quality Issue,2042.58
302869,9051292,2025-06-22,Late Delivery,770.17
302870,9051344,2025-05-09,Changed Mind,954.45
302871,9051345,2024-07-25,Changed Mind,40714.36
302872,9051348,2025-06-01,Quality Issue,69171.08
302873,9051359,2024-12-09,Late Delivery,1028.1
302874,9051392,2024-11-26,Quality Issue,578.82
302875,9051445,2025-05-29,Wrong Item,700.03
302876,9051446,2024-12-01,Damaged,1237.35
302877,9051464,2025-06-09,Changed Mind,2531.83
302878,9051476,2025-12-31,Quality Issue,2652.18
302879,9051489,2024-03-05,Quality Issue,3827.74
302880,9051507,2025-12-25,Quality Issue,3071.88
302881,9051525,2024-07-02,Wrong Item,1044.08
302882,9051531,2025-05-03,Damaged,11840.35
302883,9051533,2025-03-08,Quality Issue,195.28
302884,9051564,2024-10-17,Damaged,444.88
302885,9051587,2025-04-18,Changed Mind,744.85
302886,9051591,2025-11-16,Changed Mind,23959.35
302887,9051616,2024-09-06,Damaged,8367.41
302888,9051643,2024-11-24,Changed Mind,4522.07
302889,9051659,2025-02-03,Damaged,803.89
302890,9051660,2025-04-02,Changed Mind,332.15
302891,9051667,2025-09-18,Quality Issue,77817.47
302892,9051712,2025-01-07,Damaged,10566.19
302893,9051719,2024-08-03,Late Delivery,500.53
302894,9051736,2025-08-10,Changed Mind,1738.12
302895,9051743,2025-07-23,Wrong Item,1297.14
302896,9051758,2024-04-18,Quality Issue,4845.53
302897,9051793,2024-02-09,Quality Issue,3796.75
302898,9051797,2024-10-10,Damaged,1155.36
302899,9051871,2024-03-01,Changed Mind,1225.59
302900,9051904,2025-09-28,Late Delivery,306.59
302901,9051950,2024-12-25,Quality Issue,619.35
302902,9051951,2025-03-16,Damaged,1114.4
302903,9051970,2024-10-04,Wrong Item,3508.77
302904,9051978,2024-06-24,Quality Issue,2120.19
302905,9051981,2025-12-09,Changed Mind,2002.65
302906,9052010,2025-08-20,Damaged,5456.72
302907,9052026,2025-06-13,Changed Mind,2064.2
302908,9052051,2025-06-30,Quality Issue,315.15
302909,9052063,2025-05-11,Damaged,1145.17
302910,9052068,2025-08-15,Damaged,23358.68
302911,9052142,2025-01-26,Damaged,499.89
302912,9052164,2024-04-16,Wrong Item,658.34
302913,9052179,2025-05-30,Quality Issue,66351.43
302914,9052185,2024-12-24,Late Delivery,5576.15
302915,9052200,2025-04-12,Quality Issue,6969.59
302916,9052219,2024-10-09,Damaged,474.07
302917,9052234,2024-06-25,Quality Issue,390.89
302918,9052237,2024-10-07,Wrong Item,3350.1
302919,9052241,2025-04-25,Changed Mind,24086.99
302920,9052295,2025-06-05,Quality Issue,610.63
302921,9052310,2024-05-15,Quality Issue,383.89
302922,9052321,2025-08-09,Changed Mind,1423.5
302923,9052325,2025-08-02,Damaged,1704.91
302924,9052340,2024-08-25,Damaged,17548.05
302925,9052354,2025-08-24,Wrong Item,1307.4
302926,9052374,2025-07-31,Changed Mind,7574.3
302927,9052391,2024-09-29,Changed Mind,5878.15
302928,9052393,2025-10-17,Changed Mind,3350.7
302929,9052404,2025-02-16,Quality Issue,14346.69
302930,9052463,2024-04-07,Wrong Item,152.69
302931,9052468,2025-09-03,Damaged,6533.47
302932,9052472,2025-06-22,Damaged,8790.0
302933,9052497,2024-01-27,Late Delivery,854.36
302934,9052498,2025-11-29,Late Delivery,4180.02
302935,9052505,2025-06-03,Late Delivery,2149.4
302936,9052511,2024-08-03,Damaged,2515.91
302937,9052523,2025-09-16,Late Delivery,575.57
302938,9052585,2024-08-19,Wrong Item,345.61
302939,9052630,2025-12-15,Quality Issue,2918.68
302940,9052648,2025-11-19,Damaged,3431.18
302941,9052649,2025-04-04,Late Delivery,1866.54
302942,9052674,2025-09-08,Damaged,497.66
302943,9052693,2024-07-03,Changed Mind,1860.17
302944,9052754,2025-10-12,Wrong Item,2137.76
302945,9052759,2024-01-28,Late Delivery,8453.96
302946,9052773,2025-06-02,Wrong Item,12335.37
302947,9052830,2024-05-11,Damaged,515.3
302948,9052860,2024-11-02,Wrong Item,16574.23
302949,9052862,2025-05-08,Damaged,1463.27
302950,9052870,2024-06-06,Quality Issue,931.53
302951,9052902,2025-08-20,Late Delivery,2220.78
302952,9052903,2024-10-29,Changed Mind,1297.78
302953,9052916,2024-05-02,Changed Mind,660.31
302954,9052917,2024-04-29,Quality Issue,6115.5
302955,9052948,2024-06-08,Quality Issue,1134.66
